Main_accounts,Subaccounts,Charging_ID
31853ec8-89c0-45b5-a3bc-9040a925dae3,8113710f-87b1-4b52-8717-8b83f6212ea1,10003916
3a1be27c-eac1-4e57-9007-256d515e8403,cfb78632-a78d-45a4-a451-2d847a91381b,20005109
3fcd1a9a-c8c9-4002-8f5f-18c812ae992b,5d040512-98da-488e-ab2a-a23fadf67770,10005678
3fcd1a9a-c8c9-4002-8f5f-18c812ae992b,7c3524aa-2f7c-46f5-bf30-118343111646,10005678
3fcd1a9a-c8c9-4002-8f5f-18c812ae992b,646763b0-9c11-4c07-84d5-7c493cfe5973,10005678
3fe1f3b6-c900-4cd9-bb77-092a5c3e0a67,1e019b33-681e-4f3e-8933-7d08503b8d9d,10002212
3fe1f3b6-c900-4cd9-bb77-092a5c3e0a67,e2853a77-df01-4c06-a485-89cedb177fd4,10002212
3fe1f3b6-c900-4cd9-bb77-092a5c3e0a67,04965d32-386f-440e-84b7-a7ef256bdc11,10002212
3fe1f3b6-c900-4cd9-bb77-092a5c3e0a67,395373bf-e80f-443d-ae05-c66779ed2fea,10002212
414b1b61-7abd-4e78-b485-55659a0c4c3c,c6a4a8df-890a-40cd-be15-032502dcbd40,10001185
427f5578-0726-49b6-bba0-b11f27261b94,a5b40286-f414-4895-b7fd-aad7063becf4,10001112
c8d68122-40a1-49f9-a44c-384887557213,aa29a164-797f-483a-a47f-690d9b2a704c,20004145
4574e4d9-9072-4865-b2ae-60064c3feb9c,f6014175-09af-4a1f-a90f-b0453412b0ed,10004753
4574e4d9-9072-4865-b2ae-60064c3feb9c,a2938501-2be7-4e53-a9ce-da3eb828c804,10004753
4574e4d9-9072-4865-b2ae-60064c3feb9c,04697b06-4a1a-4a1c-9c26-7b538dc8a2fb,10004753
4574e4d9-9072-4865-b2ae-60064c3feb9c,0aa10edf-168d-4dcc-ad46-57bb6abd1502,10004753
4574e4d9-9072-4865-b2ae-60064c3feb9c,d8073aa2-0b09-4d09-bf80-ef03feffcfb7,10004753
4574e4d9-9072-4865-b2ae-60064c3feb9c,b7094580-febd-46ca-8801-46e19e01fa5f,10004753
4574e4d9-9072-4865-b2ae-60064c3feb9c,fb2a1c2d-9842-4d2a-bd1f-8ac531bbd99f,10004753
4574e4d9-9072-4865-b2ae-60064c3feb9c,f6aa0cba-1adc-48fa-a5e8-9930886dbd35,10004753
497e43b2-fb3c-46fe-a9fe-a5f5b055e074,2e939a98-35b3-4aed-ac8a-789b9fab8b18,10000571
4c1012cd-1206-4a4c-b246-007e24c5a0c6,7683460f-e2c5-44e2-ab26-52ba79b9edd5,10003737
52db9c13-fd14-4dac-ba7a-c3bd2b8724c7,bb951d6b-605e-4e2e-946d-e38d7c1e8a11,10000423
52db9c13-fd14-4dac-ba7a-c3bd2b8724c7,2f93985e-b9d1-4c66-a397-461778097b2a,10000423
52db9c13-fd14-4dac-ba7a-c3bd2b8724c7,ff567a38-0ba0-46a8-829b-df5dc2aa76a2,10000423
52db9c13-fd14-4dac-ba7a-c3bd2b8724c7,c40da22a-6ff4-489c-8f49-4cf9a75f8860,10000423
52db9c13-fd14-4dac-ba7a-c3bd2b8724c7,903d01c5-9c01-45dd-b3d6-625d4a6a71bb,10000423
52db9c13-fd14-4dac-ba7a-c3bd2b8724c7,93ce15c8-0bda-4892-a49b-90ed70de80b5,10000423
52db9c13-fd14-4dac-ba7a-c3bd2b8724c7,f73dad1d-6c83-43df-8f99-0efb40f01438,10000423
52db9c13-fd14-4dac-ba7a-c3bd2b8724c7,1f4e6349-a7ab-48df-b9af-d62da15e4709,10000423
52db9c13-fd14-4dac-ba7a-c3bd2b8724c7,e933ddc6-de3a-4e0d-9ac7-8417ad00ada2,10000423
52db9c13-fd14-4dac-ba7a-c3bd2b8724c7,aab612fa-cd8e-4cf5-b004-1496ef1547cf,10000423
52db9c13-fd14-4dac-ba7a-c3bd2b8724c7,827e671f-9591-4680-a74a-411ee0d56dba,10000423
52db9c13-fd14-4dac-ba7a-c3bd2b8724c7,08c4979f-dc10-4371-9c00-97e6d45c04e8,10000423
52db9c13-fd14-4dac-ba7a-c3bd2b8724c7,4401cca2-73c9-498b-9c94-a1b5e68858ab,10000423
56ef45d3-9937-4f26-a8b7-94445bc5539a,ebf6ee02-dcfe-4009-959a-93343f312176,20000588
59891ffd-7b28-4bf4-98c2-d4e2617b0988,97cc14d6-c031-4d9e-83f9-79a8b0fac9f4,20003620
5b9fb79c-9176-498b-aeee-b1f970c3acac,186facb0-ee4d-44ab-8af5-318671264235,10003565
5c6c5c7a-0d1d-40b7-86c9-e9f8b0f4ad01,17718e8b-bed1-4754-8d87-0410c85e0740,20001479
5c6c5c7a-0d1d-40b7-86c9-e9f8b0f4ad01,12ea3346-2b93-44ae-bbcb-be39b41d0283,20001479
5c6c5c7a-0d1d-40b7-86c9-e9f8b0f4ad01,18d0d8fa-3d42-46d5-8be4-37685be66a32,20001479
5c6c5c7a-0d1d-40b7-86c9-e9f8b0f4ad01,b71b304f-15bc-47de-b6ee-a6508b022d36,20001479
5c6c5c7a-0d1d-40b7-86c9-e9f8b0f4ad01,822397a2-58b8-4495-9d5a-8b89b8d932c8,20001479
5c6c5c7a-0d1d-40b7-86c9-e9f8b0f4ad01,dce3c3ff-6d61-4c9b-b1b6-b5c43f5b22b8,20001479
5c6c5c7a-0d1d-40b7-86c9-e9f8b0f4ad01,b7901eac-5c48-40d8-9dc1-bb2f647cd252,20001479
5c6c5c7a-0d1d-40b7-86c9-e9f8b0f4ad01,f3e181c6-fa75-49fe-9db8-147c1cab11bf,20001479
5c6c5c7a-0d1d-40b7-86c9-e9f8b0f4ad01,1ce4f3e5-66f2-4a00-91a6-6b2a179d40ae,20001479
5c6c5c7a-0d1d-40b7-86c9-e9f8b0f4ad01,612feddd-a06c-4330-b412-7a4147e2de36,20001479
5c6c5c7a-0d1d-40b7-86c9-e9f8b0f4ad01,6a2668e2-0a92-40d7-bc54-c62a352d5b46,20001479
5c6c5c7a-0d1d-40b7-86c9-e9f8b0f4ad01,11ca21c8-47b0-41ad-8195-e5cd68a1cec4,20001479
5c6c5c7a-0d1d-40b7-86c9-e9f8b0f4ad01,7010cd9f-fcae-4a5c-8f5e-66796da28b0b,20001479
5c6c5c7a-0d1d-40b7-86c9-e9f8b0f4ad01,c3cb935e-03dd-4ba8-9a0e-47e1ffe975bd,20001479
5c6c5c7a-0d1d-40b7-86c9-e9f8b0f4ad01,fcfeb1e5-7a59-40fb-a7c2-94c3da34083a,20001479
5c6c5c7a-0d1d-40b7-86c9-e9f8b0f4ad01,6ee01b72-046f-4580-8c74-dbb843f99288,20001479
5c6c5c7a-0d1d-40b7-86c9-e9f8b0f4ad01,cc7cadd8-e5d0-4173-9a78-b4e3a80aaf85,20001479
5c6c5c7a-0d1d-40b7-86c9-e9f8b0f4ad01,3ec35062-c5e9-428e-8e79-4afcad186694,20001479
5c6c5c7a-0d1d-40b7-86c9-e9f8b0f4ad01,db63e4ab-271c-4e03-91b6-fa8679a6e8bf,20001479
5c6c5c7a-0d1d-40b7-86c9-e9f8b0f4ad01,e4a0ba2f-f522-49a1-a8cd-5b5bec2724bb,20001479
5da8d74d-a97e-48d7-ae40-051b3e64ed3e,acb31432-a5cf-495e-b440-028b11f7b954,20003776
635aa868-ba44-4379-bbf5-0c31f6d1091a,304fc640-c1f9-4a7a-8c97-f21510a2051a,20004995
65a4a909-ea40-49ee-8b98-aa2e683ed280,ea91ec11-4e02-4140-8ef7-9a00a5fcff7a,10005454
c8d68122-40a1-49f9-a44c-384887557213,2b6e3c20-f9ba-40d5-8322-e7bd9fa3ac88,10003951
698dc398-42f5-4192-8404-9a1e71d98466,a0debfc0-8fda-4b9e-a50a-86b061f10cda,10001491
698dc398-42f5-4192-8404-9a1e71d98466,bf0ae1fa-3c71-43db-adf0-1251d97ea246,10001491
698dc398-42f5-4192-8404-9a1e71d98466,72823b99-88f5-448a-acf6-f2d3cba20120,10001491
698dc398-42f5-4192-8404-9a1e71d98466,99c49699-bdda-44cb-a136-b67c3f434687,10001491
698dc398-42f5-4192-8404-9a1e71d98466,9d58c066-cc44-4f01-923d-50216b69c04d,10001491
6abd6562-45db-40ef-8d84-0867ba1e38aa,87351ab7-309a-4405-b084-1bd60f1c5388,10005783
c8d68122-40a1-49f9-a44c-384887557213,30906ece-f954-4da8-8cb0-812dd54e308e,10004048
6af8d284-f8b5-47f2-9f97-5c13b1376e46,0cebfdc5-9f2b-4645-8817-eb11381170c4,20002948
75fa6962-df5c-466d-8100-79685b2708a6,e76faf12-675e-40a4-9aad-6696bc91cd93,10005810
75fa6962-df5c-466d-8100-79685b2708a6,f0c4bf72-7a2f-430d-a573-83d4dee406ec,10005810
75fa6962-df5c-466d-8100-79685b2708a6,35046cc4-d0ef-4468-89b6-951494eb6f44,10005810
75fa6962-df5c-466d-8100-79685b2708a6,e2417213-b9de-4f5e-9ef2-070382d08fb2,10005810
78b0cd5c-e22c-4612-9308-83622866cca2,3384d250-5911-46e1-b8cc-fa4b07d1a1cc,10003673
7d686548-085d-4c30-9dd4-6ed2dd051769,69e129c0-9cfe-4e87-8481-5c8815c85c84,20005087
7e18b745-5240-47e4-ac96-fe5fcdf176c3,7bb83acc-d510-4a56-8cc1-f2ff3b86aa36,20003763
82a2b8ab-561d-420e-b18f-c45cd957ee5d,91d2abc2-fac1-47d5-a11e-d7827a8447f0,10001742
82a2b8ab-561d-420e-b18f-c45cd957ee5d,41a40523-1448-452b-9bc2-573b0f876a7a,10001742
c8d68122-40a1-49f9-a44c-384887557213,3de3d61c-88fc-4487-8a45-515de51bc580,10003963
88e16266-8722-402c-8d24-83bdb2149546,f9293199-8555-4d3b-8414-110709908ae5,10000524
8b6ad2a6-936c-4f3a-a66a-9767790748a8,b903cd36-6e64-40ef-a7a4-26fdd8f8b2c2,10002504
c698b7b2-2bb5-4e43-bffe-947af4362fa0,8be55e5a-bc4e-436b-810e-73b1002d50c5,20004997
8cf21421-d4b6-42f6-af6a-558f085a000d,6a3aa74a-3620-4c71-993e-8a72b968adf1,10005127
8cf21421-d4b6-42f6-af6a-558f085a000d,ac2a8147-c39a-465e-aa94-f09fbdc6371d,10005127
8cf21421-d4b6-42f6-af6a-558f085a000d,80964cf9-6f44-4883-9933-3c10b37132cf,10005127
8cf21421-d4b6-42f6-af6a-558f085a000d,960f23c7-f69c-4610-9d73-36a0a375c287,10005127
8cf21421-d4b6-42f6-af6a-558f085a000d,326eb026-efea-451e-8094-c6ccd5812bed,10005127
8cf21421-d4b6-42f6-af6a-558f085a000d,fbc68db3-bf22-4acd-8be2-6b9ecdb765b5,10005127
8cf21421-d4b6-42f6-af6a-558f085a000d,8412856b-9a72-4364-a6e1-a0cbe9fdee73,10005127
8cf21421-d4b6-42f6-af6a-558f085a000d,42b9f68d-d521-4862-8cd9-0ff3ef4bc34e,10005127
8cf21421-d4b6-42f6-af6a-558f085a000d,8f6d8a22-3b2a-42a1-a1f3-ec2a554edbbc,10005127
8cf21421-d4b6-42f6-af6a-558f085a000d,45e5d895-a064-4c01-ae5c-4b267f0c75b8,10005127
8cf21421-d4b6-42f6-af6a-558f085a000d,4170a02d-4d24-4f1b-ab6c-5779dd093ef5,10005127
8df8f52d-fde1-4dd3-9e96-c0461413ba3f,8fa61a4a-92da-4485-86a9-80ca6dd0b517,10003575
8e3246b8-7286-4e31-9d49-c13f9aa25de9,c9034f79-4ec5-4bd5-8d44-b0b867c18022,10004060
922cc71e-7d02-4b80-9798-b8cc707f94b8,e8ae32ae-740b-4733-b238-e9de14a20255,10004085
924edccb-7522-4d7d-bb63-7d5f16bcb8d1,fc79b490-5e42-4630-8eeb-5614d70dfe28,20002679
fe82526d-524e-482f-8b13-cbd24060c5ef,4cbb5c77-d919-4255-becf-5994dc45a7f1,10002077
fe82526d-524e-482f-8b13-cbd24060c5ef,e3563c9f-ce6a-4686-9721-44cd205a4923,20002221
fe82526d-524e-482f-8b13-cbd24060c5ef,4a91b0cb-81e0-4df1-80aa-aacc1a46cb0e,20002221
99bfdf32-3ea4-4acd-8fe6-3ee3444152b2,58ceeec8-bb78-465e-8fca-8535dea1c88c,10001700
a3601701-ed61-4cf0-97b9-a754be6c8ff5,232c01ea-6950-427c-95c5-78b761c092ef,10000693
a3601701-ed61-4cf0-97b9-a754be6c8ff5,668ff77c-6287-4185-bf48-73b21af7f810,10000693
a5320203-a1ce-40ec-9b8c-83b0cf86b0aa,f5a01e51-06d4-4b9f-9ab8-b77541b4f593,10002930
a5320203-a1ce-40ec-9b8c-83b0cf86b0aa,9f753cad-303d-405b-a43b-6a45b4356880,10002930
a5320203-a1ce-40ec-9b8c-83b0cf86b0aa,50bcb7db-ce05-4450-8068-fc43fa5bf324,10002930
c8d68122-40a1-49f9-a44c-384887557213,524dbdc9-ce64-4ad1-afec-c373efbc2b83,10003942
ab30adb6-9925-4d67-98bb-f9dc7eb3e3d3,692ea5e1-dd6a-4c29-84bf-3c2b689b8766,20001430
b5f92d99-550a-4eb6-86d3-a2c87cf79dc9,267263b9-6a76-4424-91dc-5ceee786be70,10002355
b5f92d99-550a-4eb6-86d3-a2c87cf79dc9,b7a2fbf6-0572-47cf-991e-36c5e5f8873b,10002355
c8d68122-40a1-49f9-a44c-384887557213,471ba64c-3eea-475a-a905-11cc2f7c38e8,10003954
4e974b74-7153-496f-8fa3-44d8d892406a,5359edca-3cc7-4e91-973f-8fe32cea1b05,10006107
bc5208de-9fed-48f6-bd18-07ca1db5b4e0,873f6e49-6b7b-4052-baea-ed5ec3e75b8d,10000872
bce13ad5-aeab-4465-8371-09e966d2be7a,e1fa5224-130b-42f2-888d-1e6159eab780,20003347
bf9aa076-8f57-417e-a9df-c5590dbe5ced,9460c7cc-a694-4c1b-92bb-275156d7ba74,10000136
c352b438-5c10-47de-8765-0122a0567124,a28c40c3-3001-4097-b99a-92ae6cb8d49b,10004441
c352b438-5c10-47de-8765-0122a0567124,a0acea9c-d43a-49ad-82d5-b37f1bc0b594,10004441
c352b438-5c10-47de-8765-0122a0567124,3d7aab55-471a-4e61-bcc8-69e461d62714,10004441
c352b438-5c10-47de-8765-0122a0567124,d007ba2d-d7a8-444b-b741-df3ce145dcf4,10004441
c352b438-5c10-47de-8765-0122a0567124,2efbce8c-3bb7-49d1-b01c-59edcc7a4565,10004441
c352b438-5c10-47de-8765-0122a0567124,0cd94f8f-71a2-4c27-9c87-32a34bf0776d,10004441
c352b438-5c10-47de-8765-0122a0567124,bd6b9f25-6d7e-48a4-b9ca-a27bfba9bd4b,10004441
c352b438-5c10-47de-8765-0122a0567124,d2e3c6f9-4dca-46d8-8db5-c9786930a1b8,10004441
c352b438-5c10-47de-8765-0122a0567124,59348c5e-19af-46ae-a0b2-7887eac3ecf2,10004441
c352b438-5c10-47de-8765-0122a0567124,f5c6cb23-b67c-4555-b7fc-dda025e914d1,10004441
c352b438-5c10-47de-8765-0122a0567124,8f5131c9-7de7-4ede-8a3c-e479e2f8fc7f,10004441
c352b438-5c10-47de-8765-0122a0567124,964bbf4c-4a1f-4ce6-9362-c5516b0c877d,10004441
ca1ae04e-5f99-49a2-9cb8-895eee7c5d93,f217ab28-1153-4c5b-8e4d-6c40f289de10,10004288
ca1ae04e-5f99-49a2-9cb8-895eee7c5d93,eb683057-7e24-431a-bd8c-9f7f4f69ac28,10004288
cae79669-478d-4021-a1f5-7712657cd7f4,30ffa207-771a-49a7-ae7d-4e8f6c951819,10003687
ce982203-dcd5-4ee5-8c34-d42018897a5f,4ccf65d8-6de1-4804-a162-cffc52efe421,20000734
cf94e379-195d-45cc-b945-22a76e3eaa0c,17f2ea9e-21bd-4625-99c9-67b90f85c064,20000521
d185744d-8cd7-429b-b023-b39c8fcabc3d,920b529b-add5-4272-80e8-fb440a026f09,20000426
d1bfb1be-3d69-4807-8dab-f7f401523bc5,615b1514-63d4-40dc-877f-c8b1d46e5420,20005378
d41338aa-0322-45bc-b7ab-5b2a4c8d3ec9,2ec504bd-4c3e-4195-aa7e-1743ce962c44,10003436
ef664244-b18d-45f7-84e2-d0123492c0df,bb333c63-1388-43d2-9536-433caa86318d,10003789
0151e689-43bd-4c0e-ac81-a20886fb7353,6159944d-eac4-454e-8881-ca4045522ac0,10005506
ec181f80-651b-4ce3-a7fe-8579ff0de30f,8bfbae5b-6904-42c7-ae07-e59548879261,10002114
ed4793e5-af66-47f0-8c5b-4de024526e8b,35cdc45e-1b8c-4789-971f-0548e385054b,20002872
d2abbf02-7243-4204-8118-e36cfcdd3104,bb0f8031-2937-40a2-b4f9-25d1d8811ecb,10005020
d2abbf02-7243-4204-8118-e36cfcdd3104,b2635355-7cb6-40fc-849d-9681acf57e36,10005023
d2abbf02-7243-4204-8118-e36cfcdd3104,dfef4f7c-d265-4495-8d9d-02fa4066f3c3,20005262
a6c545bd-1fb8-4816-b904-69ce4934caeb,dd40a980-95b9-4002-838c-66fa1820ddc6,20004339
a6c545bd-1fb8-4816-b904-69ce4934caeb,57a5c249-863c-4d1f-b092-370c65864132,10005498
a6c545bd-1fb8-4816-b904-69ce4934caeb,1622b325-7a7a-4cb1-95b0-0ed9642327b0,10005492
0998ad93-f82e-11e8-a316-02736070cf67,43f00c6c-3a8c-47b0-a038-8b9e36df01fd,10002235
0998ad93-f82e-11e8-a316-02736070cf67,e4496428-0d90-4c2e-8795-0a68c1dc8704,10002235
0998ad93-f82e-11e8-a316-02736070cf67,4fb90ee5-1278-4748-b237-d757d126d754,10002235
0998ad93-f82e-11e8-a316-02736070cf67,a3bb9d64-2a0c-4d07-a616-7ba64cc7ee0a,10002235
0998ad93-f82e-11e8-a316-02736070cf67,41f8c3c2-07ef-4aec-be1b-9e08aa015d51,10002235
0998ad93-f82e-11e8-a316-02736070cf67,9b3a10c9-0ae3-4857-bd13-4ec3d9b96bcd,10002235
0998ad93-f82e-11e8-a316-02736070cf67,af4f7cf9-1c8a-4d56-a776-9f5507555805,10002235
0998ad93-f82e-11e8-a316-02736070cf67,25f39941-e1ee-4968-9794-8f454a30594f,10002235
0998ad93-f82e-11e8-a316-02736070cf67,c728df67-2657-4b8b-ae46-1e2c63e113ea,10002235
0998ad93-f82e-11e8-a316-02736070cf67,03d6519f-c5f6-42ee-bb64-1d460c15b341,10002235
0998ad93-f82e-11e8-a316-02736070cf67,497acad5-80a8-441a-9cfc-b09c183e77c4,10002235
0998ad93-f82e-11e8-a316-02736070cf67,16436dfd-6c0b-4210-8fe6-eb65d0f6ad63,10002235
0998ad93-f82e-11e8-a316-02736070cf67,61e22deb-0b79-448f-a83a-349c545a2522,10002235
0998ad93-f82e-11e8-a316-02736070cf67,2ea3a395-0fe9-4575-b65b-2e6cbdbf7797,10002235
0998ad93-f82e-11e8-a316-02736070cf67,baaa9e2c-8f25-44ce-9830-14c90955f76c,10002235
0998ad93-f82e-11e8-a316-02736070cf67,ba3312c4-975b-4ef6-b313-32bea99c7d06,10002235
0998ad93-f82e-11e8-a316-02736070cf67,71b03d03-a151-4ec0-a862-c23c51120e2d,10002238
0998ad93-f82e-11e8-a316-02736070cf67,69c49eee-a957-4747-b453-e1096c6dedbf,20002357
a6c545bd-1fb8-4816-b904-69ce4934caeb,6bae6df9-1ab2-4e42-913a-dd5531a738bb,10005214
a6c545bd-1fb8-4816-b904-69ce4934caeb,bc85550d-8ee9-4c69-a476-052027c3cb12,10004162
a6c545bd-1fb8-4816-b904-69ce4934caeb,9a75c210-1097-4908-a814-a98378702a73,10004763
a6c545bd-1fb8-4816-b904-69ce4934caeb,c420fef1-7836-4cae-b833-ddf3f770edb0,10004155
a6c545bd-1fb8-4816-b904-69ce4934caeb,f22cf492-2498-4fab-9c4d-735ed12383f8,20004336
1cf3a3ef-d107-4cf8-a63b-563931809115,9d103bbf-0fed-4b8c-8461-718f45eb34f7,10004583
a6c545bd-1fb8-4816-b904-69ce4934caeb,348b1acb-96af-4ed0-bdb0-75bbcf0387d3,10005508
a6c545bd-1fb8-4816-b904-69ce4934caeb,1a8559c9-3a04-4434-8eca-d95cced5485e,10005497
8f693251-0c36-479f-aaaa-2d20c6933d2b,a3f29998-4f7a-44e4-8879-9fe31864000f,10002572
a3601701-ed61-4cf0-97b9-a754be6c8ff5,7f792def-47fe-44a4-b01a-1f66f6d99ddb,20002445
6ca4ac3f-0852-4009-9c0d-a4c47f81bdc9,97a9a7a5-501b-42b3-8f99-382a9ebc936a,10006128
4385c6cd-3875-43a9-91d8-fc98bef8cd53,068fff9f-972a-465f-99fb-28be89a0410e,10004826
3e3b81ce-24c0-4ed3-94fd-1091c9830d3c,63d5f02f-74f7-406b-9980-de421a2fe98e,20002900
3e3b81ce-24c0-4ed3-94fd-1091c9830d3c,09046d17-d056-4a96-ac24-e6ead8142ebd,20002904
3e3b81ce-24c0-4ed3-94fd-1091c9830d3c,040fc17e-c9ed-4ae2-9df9-6ab9dae07738,20002895
505e76bb-6207-48a6-b127-3fcae4d611c6,9d121b09-f440-4893-8426-bc09492e2c7e,10002485
3e3b81ce-24c0-4ed3-94fd-1091c9830d3c,6621f99b-e8a0-4010-9f04-1056ab8b8769,10002760
3e3b81ce-24c0-4ed3-94fd-1091c9830d3c,0937b6f5-8621-4b0b-8803-885f9226148b,10002768
3e3b81ce-24c0-4ed3-94fd-1091c9830d3c,ecbf2e8c-efbd-48b2-9105-dd15cd9ff794,10002766
b85f180c-ecde-4aa9-95a0-cbc6610d14d7,9a4e4ee1-7603-4ef6-a0cc-6710f9323872,20002057
f0f2f976-fb31-41c8-ae64-77f259e05ba2,13291b72-5357-4e3d-85e5-6bd6e14b21a2,10002607
304979bb-69d1-4850-9574-32ea597ae036,1c5e4b3a-6d0f-4e74-a165-f547280fb4d3,10004138
7cd4f8dd-a0dd-4210-845d-8767fd731397,5321aa95-6df1-44fc-8861-cf1b475e4832,10002274
7cd4f8dd-a0dd-4210-845d-8767fd731397,ce1a8d21-1ef9-4fef-bc9f-f2e60047b871,10004602
7cd4f8dd-a0dd-4210-845d-8767fd731397,7edc25c3-0aca-4970-9e25-dfc83178c70b,10002287
7cd4f8dd-a0dd-4210-845d-8767fd731397,5c9cb8e5-394d-4268-bec0-c645c42132fc,20002736
7cd4f8dd-a0dd-4210-845d-8767fd731397,e6cfe65c-3214-4b7f-990f-2d462f25a153,10002290
7cd4f8dd-a0dd-4210-845d-8767fd731397,745f0203-5b33-4757-b49c-e7ec65b9c39e,10004598
7cd4f8dd-a0dd-4210-845d-8767fd731397,5c52d881-8fb1-4bd0-8571-d85dff1567de,20002405
7cd4f8dd-a0dd-4210-845d-8767fd731397,b746e425-0da4-4872-a4d0-eabca2d80f30,10004599
7cd4f8dd-a0dd-4210-845d-8767fd731397,2a4bd09c-e4db-44fc-b1ec-eb832895fe60,10005067
7cd4f8dd-a0dd-4210-845d-8767fd731397,2c411575-129f-47d5-85aa-622692a19cc6,10004605
7cd4f8dd-a0dd-4210-845d-8767fd731397,5d700207-87fa-4cb2-8d22-348c4c1822d7,10002281
7cd4f8dd-a0dd-4210-845d-8767fd731397,f802ce6a-f412-49d5-a83e-2f8f30ab1569,20005138
7cd4f8dd-a0dd-4210-845d-8767fd731397,121abc9c-48e0-4ea6-9105-504a21c1e7bf,20002401
7cd4f8dd-a0dd-4210-845d-8767fd731397,b6533aa1-9456-46d9-b4c0-2dee86aeef26,10002277
7cd4f8dd-a0dd-4210-845d-8767fd731397,ffd77bde-e9cc-4fba-b458-75ccc2ee3bf1,20004814
7cd4f8dd-a0dd-4210-845d-8767fd731397,9ca29010-ea44-4789-a4ee-0b5a654e8158,20002403
3e488192-ef4d-44fd-a223-3361ba1de1af,4b72676e-0389-4791-a497-f7a28f422bf3,10004587
b59f73b0-31c8-466b-9d0f-dc38eec4767b,8b578192-3798-44c2-96d9-64732ab2b400,20002884
0999014d-f82e-11e8-a316-02736070cf67,94723144-a441-4161-9327-b21e233858d4,20000440
85ea89f6-577b-4f92-ae49-dfb23e6d986a,5172a22a-a067-4247-9e0d-a5525a68f846,20002976
b80ad33d-f772-4f02-be9e-2769a185495e,8cc5ddb4-7ce3-4b87-a251-ae66ed590aaa,20005119
85ea89f6-577b-4f92-ae49-dfb23e6d986a,071ab982-22af-4dc0-9513-1ec538b0df75,10002839
e9081ec1-595f-4abf-9e62-14cb1cd1c08e,ae57167d-d94c-4c60-b923-9c573ffa4128,10004732
85ea89f6-577b-4f92-ae49-dfb23e6d986a,9bfae2ae-6343-404b-ace9-8cd7481ce3bd,20002931
e9081ec1-595f-4abf-9e62-14cb1cd1c08e,fbf3f651-f68b-4e3a-a966-bec4067fc6a1,20005065
85ea89f6-577b-4f92-ae49-dfb23e6d986a,aaf7c4f7-d1a1-4ba2-850e-f012e328fa22,10004529
fa7decf0-b816-4653-ae27-4cf9653a1325,4d8dec90-17e9-48e3-be12-08c281919a92,20003013
85ea89f6-577b-4f92-ae49-dfb23e6d986a,d6145be5-0ab4-4284-827c-d49595d012fc,10004997
c3b03e96-3092-41de-818f-12d167febbce,1a988cb7-c62f-4534-b61d-3429b38bc959,10002831
05c98f08-6bd1-4341-8357-e81d1e7f6bc3,8645fa7f-fd6c-47d0-a6c2-96c07e95f233,10004856
de6fb171-a55d-45e8-8be6-7df00865bacc,8fb8f2e6-4065-4c23-bd96-332d23980a7c,20005252
de6fb171-a55d-45e8-8be6-7df00865bacc,16d7767b-3c99-453c-8b44-f8a03bef9c22,20005250
de6fb171-a55d-45e8-8be6-7df00865bacc,99b0a61f-c9f2-447f-a929-3840c15d9a9d,20004324
62b0470b-2489-4503-9e34-31ae8d90b12c,b5d63aad-746f-4335-83a4-2875d3f43c46,20004768
